excluida;linha;ID.SENTENÇA;SENTENÇA;ARG1;REL;ARG2;AVALIADOR.3;AVALIADOR.2;AVALIADOR.1;VOTO.COERENTE;VOTO.INCOERENTE;COERENCIA.FINAL;dptOIE;stanford;orange;mquni;lys;sistemas;COERÊNCIA
;997;81;Com volante de diâmetro grande demais , a direção de o Corsa é mais macia em manobras . ;a direção de o Corsa ; é;mais macia Com volante de diâmetro grande demais ;0;1;1;2;1;1;0;0;0;0;1;lys;1
;998;81;Com volante de diâmetro grande demais , a direção de o Corsa é mais macia em manobras . ;a direção de o Corsa ; é;mais macia em manobras ;1;1;1;3;0;1;0;0;0;1;0;mquni;1
;999;81;Com volante de diâmetro grande demais , a direção de o Corsa é mais macia em manobras . ;a direção de o Corsa ; é;mais macia em manobras Com volante de diâmetro grande demais ;0;1;1;2;1;1;0;0;0;1;0;mquni;1
;1000;81;Com volante de diâmetro grande demais , a direção de o Corsa é mais macia em manobras . ;a direção de o Corsa ; é mais macia;Com volante de diâmetro grande ;0;1;1;2;1;1;0;1;1;0;0;stanford, orange;1
;1001;81;Com volante de diâmetro grande demais , a direção de o Corsa é mais macia em manobras . ;a direção de o Corsa ; é mais macia;Com volante de diâmetro grande demais ;0;1;1;2;1;1;1;1;1;0;1;stanford, orange, lys, dptoie;1
;1002;81;Com volante de diâmetro grande demais , a direção de o Corsa é mais macia em manobras . ;a direção de o Corsa ; é mais macia;em manobras ;1;1;1;3;0;1;1;1;1;0;1;stanford, orange, lys, dptoie;1
;1003;82;Venceu o holandês Richard Krajicek e só parou diante de Sampras . ;o holandês ; é;Richard Krajicek ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;1004;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;;;;;;0;0;1;0;0;1;0;1;0;stanford, mquni;0
;1005;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;quem ; é;Tostão , o melhor atacante de a história de o futebol ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
;1006;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;quem ; é Tostão;o melhor atacante de a história de o futebol ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
X;1007;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;quem ; é Tostão;o melhor atacante de a história de o futebol ;x;x;x;0;0;0;1;0;0;0;0;dptoie;x
;1008;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;quem ; é Tostão;o melhor atacante de a história de o futebol para manter uma bola ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
X;1009;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;quem ; é Tostão;o melhor atacante de a história de o futebol para manter uma bola ;x;x;x;0;0;0;1;0;0;0;0;dptoie;x
;1010;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;quem ; é Tostão;para manter uma bola ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
X;1011;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;quem ; é Tostão;para manter uma bola ;x;x;x;0;0;0;1;0;0;0;0;dptoie;x
X;1012;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;Todos jogadores ; sabem;;0;0;0;0;3;0;1;0;0;0;0;dptoie, dptoie, dptoie;0
;1013;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;Todos jogadores ; treinei;sabem ;0;0;0;0;3;0;0;0;1;0;1;orange, lys;0
;1014;84;Mejía Barón devolveu a confiança a os mexicanos . ;Mejía Barón ; devolveu;a confiança ;1;1;1;3;0;1;1;1;0;0;1;stanford, lys, dptoie;1
;1015;84;Mejía Barón devolveu a confiança a os mexicanos . ;Mejía Barón ; devolveu;a confiança a os mexicanos ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;1016;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;enquanto garotas nuas ; são atacadas;por os roadies que acompanham os Stones ;0;1;0;1;2;0;0;0;0;0;1;lys;0
;1017;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;garotas nuas ; são atacadas;por os roadies que acompanham os Stones ;1;1;1;3;0;1;1;1;1;1;0;stanford, orange, mquni, dptoie;1
;1018;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;garotas nuas ; são atacadas;por os roadies que acompanham os Stones ;1;1;1;3;0;1;0;0;0;1;0;mquni;1
;1019;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é;um Jagger entediado com seus shows ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
X;1020;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;enquanto ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;1021;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;entediado , tocando a o lado de Richards ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;1022;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;entediado , tocando em um avião ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;1023;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;entediado , tocando tamborins ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;1024;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;entediado com seus shows ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;1025;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;entediado com seus shows , tocando tamborins ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;1026;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;entediado com seus shows , tocando tamborins a o lado de Richards ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;1027;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;entediado com seus shows , tocando tamborins a o lado de Richards em um avião ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
X;1028;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;entediado com seus shows , tocando tamborins a o lado de Richards em um avião enquanto ;0;0;0;0;3;0;0;0;0;1;0;mquni;0
;1029;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; Jagger entediado;com seus shows ;0;0;0;0;3;0;0;1;0;0;0;stanford;0
;1030;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; Jagger entediado;com seus shows , tocando tamborins ;0;0;0;0;3;0;0;1;0;0;0;stanford;0
;1031;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; Jagger entediado;com seus shows , tocando tamborins a o lado de Richards ;0;0;0;0;3;0;0;1;0;0;0;stanford;0
;1032;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; Jagger entediado;com seus shows , tocando tamborins a o lado de Richards em um avião ;0;0;0;0;3;0;0;1;0;0;0;stanford;0
;1033;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; Jagger entediado;tocando a o lado de Richards ;0;0;0;0;3;0;0;1;0;0;0;stanford;0
;1034;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; Jagger entediado;tocando em um avião ;0;0;0;0;3;0;0;1;0;0;0;stanford;0
;1035;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; Jagger entediado;tocando tamborins ;0;0;0;0;3;0;0;1;0;0;0;stanford;0
;1036;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;os roadies ; acompanham;os Stones ;1;1;0;2;1;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;0
;1037;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;um Jagger ; entediado;com seus shows ;0;1;0;1;2;0;1;0;0;0;1;lys, dptoie;0
;1038;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando;pó ;1;1;1;3;0;1;0;0;0;1;0;mquni;1
;1039;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando;pó em períodos longos ;1;1;1;3;0;1;0;0;0;1;0;mquni;1
;1040;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando;pó mesmo ;0;1;0;1;2;0;0;0;0;0;1;lys;0
;1041;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando;pó mesmo em períodos longos ;1;1;1;3;0;1;1;0;0;1;1;mquni, lys, dptoie;1
;1042;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando;pó mesmo em períodos longos por falta de informação ;1;1;1;3;0;1;1;0;0;0;0;dptoie;1
;1043;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando;pó mesmo por falta de informação ;0;1;0;1;2;0;0;0;0;0;1;lys;0
;1044;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando;pó por falta de informação ;1;1;1;3;0;1;0;0;1;1;0;orange, mquni;1
;1045;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando pó;em períodos longos ;1;1;0;2;1;1;0;0;1;0;0;orange;0
;1046;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando pó;mesmo ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
;1047;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando pó;mesmo em períodos longos ;1;1;1;3;0;1;0;0;1;0;0;orange;1
;1048;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando pó;por falta de informação ;1;1;1;3;0;1;0;1;1;0;0;stanford, orange;1
;1049;87;A temporada terminou com uma grande repercussão e o esporte viveu um novo momento de euforia . ;A temporada ; terminou;com uma grande repercussão ;1;1;1;3;0;1;0;1;1;1;1;stanford, orange, mquni, lys;1
;1050;87;A temporada terminou com uma grande repercussão e o esporte viveu um novo momento de euforia . ;A temporada ; terminou;com uma grande repercussão e o esporte viveu um novo momento de euforia ;1;1;1;3;0;1;1;1;1;1;0;stanford, orange, mquni, dptoie;1
;1051;87;A temporada terminou com uma grande repercussão e o esporte viveu um novo momento de euforia . ;A temporada ; terminou;e o esporte viveu um novo momento de euforia ;1;1;1;3;0;1;0;1;1;1;0;stanford, orange, mquni;1
;1052;87;A temporada terminou com uma grande repercussão e o esporte viveu um novo momento de euforia . ;A temporada ; viveu;um novo momento de euforia ;0;1;0;1;2;0;0;0;0;0;1;lys;0
;1053;87;A temporada terminou com uma grande repercussão e o esporte viveu um novo momento de euforia . ;o esporte ; viveu;um novo momento de euforia ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
X;1054;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;A intervenção ; veio;;;1;0;1;1;0;1;0;0;0;0;dptoie;0
;1055;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;A intervenção ; veio;como medida saneadora ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;1056;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;A intervenção ; veio;como medida saneadora pois permite enfrentar com maior firmeza ;0;1;0;1;2;0;1;1;1;1;0;stanford, orange, mquni, dptoie;0
;1057;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;A intervenção ; veio;como medida saneadora pois permite enfrentar com maior firmeza um problema solução era repetidamente adiada por motivos políticos ;0;1;0;1;2;0;0;1;1;1;0;stanford, orange, mquni;0
;1058;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;A intervenção ; veio;pois permite enfrentar com maior firmeza ;0;1;0;1;2;0;1;1;1;1;0;stanford, orange, mquni, dptoie;0
;1059;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;A intervenção ; veio;pois permite enfrentar um problema solução era repetidamente adiada por motivos políticos ;0;0;0;0;3;0;0;1;1;1;0;stanford, orange, mquni;0
;1060;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;cuja solução ; era repetidamente adiada;por motivos políticos ;0;0;0;0;3;0;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;0
;1061;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;pois ; permite;enfrentar com maior firmeza ;0;0;0;0;3;0;0;0;0;0;1;lys;0
;1062;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;um problema ; era repetidamente adiada;por motivos políticos ;0;0;0;0;3;0;1;0;0;0;0;dptoie;0
X;1063;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;um problema ; era repetidamente adiada;por motivos políticos ;x;x;x;0;0;0;1;0;0;0;0;dptoie, dptoie;x
;1064;89;A primeira final japonesa aconteceu em 92 . ;A primeira final japonesa ; aconteceu;em 92 ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;1065;90;As canções revolucionárias , em línguas africanas , são cantadas durante todo o percurso e a marcha está mais para dança . ;a marcha ; está;mais para dança ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;1066;90;As canções revolucionárias , em línguas africanas , são cantadas durante todo o percurso e a marcha está mais para dança . ;a marcha ; está;para dança ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;1067;90;As canções revolucionárias , em línguas africanas , são cantadas durante todo o percurso e a marcha está mais para dança . ;As canções revolucionárias , em línguas africanas ; são cantadas;durante todo o percurso ;1;1;1;3;0;1;0;1;1;1;1;stanford, orange, mquni, lys;1
;1068;90;As canções revolucionárias , em línguas africanas , são cantadas durante todo o percurso e a marcha está mais para dança . ;As canções revolucionárias , em línguas africanas ; são cantadas;durante todo o percurso e a marcha está mais para dança ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;1069;90;As canções revolucionárias , em línguas africanas , são cantadas durante todo o percurso e a marcha está mais para dança . ;As canções revolucionárias , em línguas africanas ; são cantadas;e a marcha está mais para dança ;1;1;1;3;0;1;0;1;1;1;1;stanford, orange, mquni, lys;1
X;1070;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;Medeiros ; disse;que ;0;0;0;0;3;0;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;0
;1071;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;Medeiros ; participou;de a reunião de ontem ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;1072;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;sua candidatura ; viabiliza;a candidatura de Esperidião Amin ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
X;1073;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;sua candidatura ; viabiliza;a candidatura de Esperidião Amin ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;1074;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;sua candidatura ; viabiliza;a candidatura de Esperidião Amin a a Presidência ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
X;1075;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;sua candidatura ; viabiliza;a candidatura de Esperidião Amin a a Presidência ;x;x;x;0;0;0;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;x
;1076;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;o IR ; incide;diretamente en a carteira ;1;1;1;3;0;1;0;1;1;1;1;stanford, orange, mquni, lys;1
;1077;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;o IR ; incide;en a carteira ;1;1;1;3;0;1;0;1;1;1;1;stanford, orange, mquni, lys;1
;1078;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; incide;diretamente en a carteira ;0;1;0;1;2;0;1;0;0;0;0;dptoie;0
;1079;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; incide;en a carteira ;0;1;0;1;2;0;1;0;0;0;0;dptoie;0
;1080;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; saem;favorecidos ;1;1;1;3;0;1;0;1;1;0;1;stanford, orange, lys;1
;1081;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; saem;favorecidos Nessa hipótese de variação ;1;1;1;3;0;1;0;0;0;0;1;lys;1
;1082;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; saem;favorecidos Nessa hipótese de variação de a Ufir ;1;1;1;3;0;1;0;1;1;0;1;stanford, orange, lys;1
;1083;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; saem favorecidos;Nessa hipótese de variação de a Ufir ;1;1;1;3;0;1;0;0;0;1;0;mquni;1
;1084;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; são tributados;em 5 % de o rendimento nominal bruto ;0;1;1;2;1;1;1;0;1;0;1;orange, lys, dptoie;1
;1085;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; são tributados;em 5 % de o rendimento nominal bruto por o IR ;1;1;1;3;0;1;1;0;0;0;0;dptoie;1
;1086;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; são tributados;em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira ;1;1;1;3;0;1;0;1;1;1;1;stanford, orange, mquni, lys;1
;1087;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; são tributados;por o IR ;0;1;1;2;1;1;1;0;0;0;0;dptoie;1
;1088;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; são tributados;por o IR , que incide diretamente en a carteira ;0;1;1;2;1;1;0;0;1;0;1;orange, lys;1
;1089;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; conseguiu;manter o time ;0;1;0;1;2;0;0;0;0;0;1;lys;0
;1090;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; conseguiu;manter o time en a divisão principal ;0;1;0;1;2;0;0;0;0;0;1;lys;0
;1091;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; estava;e o técnico conseguiu manter en a divisão principal ;0;0;0;0;3;0;1;1;1;1;0;stanford, orange, mquni, dptoie;0
;1092;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; estava;e o técnico conseguiu manter o time ;0;0;0;0;3;0;1;1;1;1;0;stanford, orange, mquni, dptoie;0
;1093;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; estava;Em 82 ;0;0;0;0;3;0;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;0
;1094;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; estava;em último lugar ;1;1;1;3;0;1;0;1;1;1;1;stanford, orange, mquni, lys;1
;1095;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; estava;em último lugar en o Campeonato Paulista ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;1096;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; estava;em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time ;1;1;1;3;0;1;1;1;1;1;0;stanford, orange, mquni, dptoie;1
;1097;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; estava;em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal ;1;1;1;3;0;1;1;1;1;1;0;stanford, orange, mquni, dptoie;1
;1098;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; estava;en o Campeonato Paulista ;1;1;1;3;0;1;0;1;1;1;1;stanford, orange, mquni, lys;1
;1099;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;o técnico ; conseguiu;manter o time ;1;1;0;2;1;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;0
;1100;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;o técnico ; conseguiu;manter o time en a divisão principal ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;1101;94;A URV é calculada a partir de uma média de índices de inflação . ;A URV ; é calculada;a partir de uma média de índices de inflação ;1;1;1;3;0;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;1
;1102;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes ;0;1;0;1;2;0;0;0;1;1;1;orange, mquni, lys;0
;1103;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes , produzidos para os mais jovens ou estreantes ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
;1104;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano ;1;1;0;2;1;1;1;1;1;1;1;stanford, orange, mquni, lys, dptoie;0
;1105;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano , produzidos para estreantes ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
;1106;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano , produzidos para estreantes Por sua vez ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
;1107;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano , produzidos para os mais jovens ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
;1108;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano , produzidos para os mais jovens ou estreantes ;0;1;0;1;2;0;0;1;0;0;0;stanford;0
