;ID.SENTENÇA;SENTENÇA;ARG1;REL;ARG2;COERÊNCIA;MINIMALIDADE;sistemas
966;75;A casa de quatro quartos , alugada por a própria Unesp , tem uma imensa infiltração de água en a sala . ;A casa de quatro quartos ; alugada;por a própria Unesp ;;;stanford, orange, mquni, lys, dptoie
967;75;A casa de quatro quartos , alugada por a própria Unesp , tem uma imensa infiltração de água en a sala . ;A casa de quatro quartos ; tem;uma imensa infiltração de água ;;;stanford, orange, mquni, lys, dptoie
968;75;A casa de quatro quartos , alugada por a própria Unesp , tem uma imensa infiltração de água en a sala . ;A casa de quatro quartos ; tem;uma imensa infiltração de água en a sala ;;;stanford, orange, mquni, lys, dptoie
969;76;Ela afirma que as escolas e as pessoas não podem ficar imunes a a tecnologia . ;as escolas ; não podem ficar;imunes a a tecnologia ;;;orange, lys
970;76;Ela afirma que as escolas e as pessoas não podem ficar imunes a a tecnologia . ;as escolas ; não podem ficar;imunes a a tecnologia ;x;x;orange, lys
971;76;Ela afirma que as escolas e as pessoas não podem ficar imunes a a tecnologia . ;as escolas e as pessoas ; não podem ficar;imunes a a tecnologia ;;;stanford, mquni, dptoie
972;76;Ela afirma que as escolas e as pessoas não podem ficar imunes a a tecnologia . ;as escolas e as pessoas ; não podem ficar;imunes a a tecnologia ;x;x;stanford, mquni, dptoie
973;76;Ela afirma que as escolas e as pessoas não podem ficar imunes a a tecnologia . ;as pessoas ; não podem ficar;imunes a a tecnologia ;;;orange, lys
974;76;Ela afirma que as escolas e as pessoas não podem ficar imunes a a tecnologia . ;Ela ; afirma;que ;;;stanford, orange, mquni, lys, dptoie
975;77;Com isso , só falta marcar a data exata para a convocação extra de os parlamentares . ;;;;;;stanford, orange, mquni, lys, dptoie
976;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;( Fazenda ) ; negou;que ;;;stanford, stanford, stanford, stanford, orange, orange, orange, orange, mquni, mquni, mquni, mquni, lys, lys, lys, lys, dptoie, dptoie, dptoie, dptoie
977;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;O ministro ; é;( Fazenda ) ;;;stanford, orange, mquni, lys
978;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;O ministro ; é;Rubens Ricupero ;;;stanford, orange, mquni, lys, dptoie
979;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;O ministro ; negou;que ;;;stanford, orange, mquni, lys, dptoie
980;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;os recursos ; tenham sido desviados;para fins não - sociais ;;;stanford, orange, mquni, lys, dptoie
981;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;os recursos ; tenham sido desviados;para fins não - sociais ;x;x;stanford, stanford, stanford, stanford, stanford, stanford, stanford, stanford, stanford, orange, orange, orange, orange, orange, orange, orange, orange, orange, mquni, mquni, mquni, mquni, mquni, mquni, mquni, mquni, mquni, lys, lys, lys, lys, lys, lys, lys, lys, lys, dptoie, dptoie, dptoie, dptoie, dptoie, dptoie, dptoie, dptoie, dptoie
982;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;Rubens Ricupero ; é;( Fazenda ) ;;;dptoie
983;78;O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ;Rubens Ricupero ; negou;que ;;;stanford, stanford, stanford, stanford, orange, orange, orange, orange, mquni, mquni, mquni, mquni, lys, lys, lys, lys, dptoie, dptoie, dptoie, dptoie
984;79;Nossos esforços estão marcados por o compromisso em envolver a sociedade como um todo . ;Nossos esforços ; estão marcados;em envolver a sociedade ;;;stanford, mquni, lys
985;79;Nossos esforços estão marcados por o compromisso em envolver a sociedade como um todo . ;Nossos esforços ; estão marcados;em envolver como um todo ;;;stanford, mquni, lys
986;79;Nossos esforços estão marcados por o compromisso em envolver a sociedade como um todo . ;Nossos esforços ; estão marcados;por o compromisso ;;;stanford, mquni, lys
987;79;Nossos esforços estão marcados por o compromisso em envolver a sociedade como um todo . ;Nossos esforços ; estão marcados;por o compromisso em envolver a sociedade ;;;stanford, orange, mquni, lys, dptoie
988;79;Nossos esforços estão marcados por o compromisso em envolver a sociedade como um todo . ;Nossos esforços ; estão marcados;por o compromisso em envolver a sociedade como um todo ;;;stanford, orange, mquni, lys, dptoie
989;79;Nossos esforços estão marcados por o compromisso em envolver a sociedade como um todo . ;Nossos esforços ; estão marcados;por o compromisso em envolver como um todo ;;;orange, dptoie
990;80;Segundo Guardiano , 31 , nenhum se forma hoje . ;;;;;;stanford, orange, dptoie
991;80;Segundo Guardiano , 31 , nenhum se forma hoje . ;nenhum ; se forma;hoje ;;;mquni
992;80;Segundo Guardiano , 31 , nenhum se forma hoje . ;nenhum ; se forma;Segundo Guardiano , 31 ;;;mquni
993;80;Segundo Guardiano , 31 , nenhum se forma hoje . ;se ; forma;hoje ;;;lys
994;80;Segundo Guardiano , 31 , nenhum se forma hoje . ;se ; forma;Segundo Guardiano ;;;lys
995;80;Segundo Guardiano , 31 , nenhum se forma hoje . ;se ; forma;Segundo Guardiano , 31 ;;;lys
996;81;Com volante de diâmetro grande demais , a direção de o Corsa é mais macia em manobras . ;a direção de o Corsa ; é;mais macia Com volante de diâmetro grande ;;;stanford, orange, dptoie
997;81;Com volante de diâmetro grande demais , a direção de o Corsa é mais macia em manobras . ;a direção de o Corsa ; é;mais macia Com volante de diâmetro grande demais ;;;lys
998;81;Com volante de diâmetro grande demais , a direção de o Corsa é mais macia em manobras . ;a direção de o Corsa ; é;mais macia em manobras ;;;mquni
999;81;Com volante de diâmetro grande demais , a direção de o Corsa é mais macia em manobras . ;a direção de o Corsa ; é;mais macia em manobras Com volante de diâmetro grande demais ;;;mquni
1000;81;Com volante de diâmetro grande demais , a direção de o Corsa é mais macia em manobras . ;a direção de o Corsa ; é mais macia;Com volante de diâmetro grande ;;;stanford, orange
1001;81;Com volante de diâmetro grande demais , a direção de o Corsa é mais macia em manobras . ;a direção de o Corsa ; é mais macia;Com volante de diâmetro grande demais ;;;stanford, orange, lys, dptoie
1002;81;Com volante de diâmetro grande demais , a direção de o Corsa é mais macia em manobras . ;a direção de o Corsa ; é mais macia;em manobras ;;;stanford, orange, lys, dptoie
1003;82;Venceu o holandês Richard Krajicek e só parou diante de Sampras . ;o holandês ; é;Richard Krajicek ;;;stanford, orange, mquni, lys, dptoie
1004;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;;;;;;stanford, mquni
1005;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;quem ; é;Tostão , o melhor atacante de a história de o futebol ;;;dptoie
1006;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;quem ; é Tostão;o melhor atacante de a história de o futebol ;;;dptoie
1007;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;quem ; é Tostão;o melhor atacante de a história de o futebol ;x;x;dptoie
1008;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;quem ; é Tostão;o melhor atacante de a história de o futebol para manter uma bola ;;;dptoie
1009;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;quem ; é Tostão;o melhor atacante de a história de o futebol para manter uma bola ;x;x;dptoie
1010;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;quem ; é Tostão;para manter uma bola ;;;dptoie
1011;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;quem ; é Tostão;para manter uma bola ;x;x;dptoie
1012;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;Todos jogadores ; sabem;;;;dptoie, dptoie, dptoie
1013;83;Drasco Todos jogadores que treinei sabem quem é Tostão , o melhor atacante de a história de o futebol para manter uma bola , organizar o jogo , fazer a tabela . ;Todos jogadores ; treinei;sabem ;;;orange, lys
1014;84;Mejía Barón devolveu a confiança a os mexicanos . ;Mejía Barón ; devolveu;a confiança ;;;stanford, lys, dptoie
1015;84;Mejía Barón devolveu a confiança a os mexicanos . ;Mejía Barón ; devolveu;a confiança a os mexicanos ;;;stanford, orange, mquni, lys, dptoie
1016;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;enquanto garotas nuas ; são atacadas;por os roadies que acompanham os Stones ;;;lys
1017;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;garotas nuas ; são atacadas;por os roadies que acompanham os Stones ;;;stanford, orange, mquni, dptoie
1018;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;garotas nuas ; são atacadas;por os roadies que acompanham os Stones ;x;x;mquni, mquni
1019;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é;um Jagger entediado com seus shows ;;;mquni
1020;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;enquanto ;;;mquni
1021;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;entediado , tocando a o lado de Richards ;;;mquni
1022;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;entediado , tocando em um avião ;;;mquni
1023;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;entediado , tocando tamborins ;;;mquni
1024;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;entediado com seus shows ;;;mquni
1025;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;entediado com seus shows , tocando tamborins ;;;mquni
1026;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;entediado com seus shows , tocando tamborins a o lado de Richards ;;;mquni
1027;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;entediado com seus shows , tocando tamborins a o lado de Richards em um avião ;;;mquni
1028;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; é um Jagger;entediado com seus shows , tocando tamborins a o lado de Richards em um avião enquanto ;;;mquni
1029;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; Jagger entediado;com seus shows ;;;stanford
1030;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; Jagger entediado;com seus shows , tocando tamborins ;;;stanford
1031;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; Jagger entediado;com seus shows , tocando tamborins a o lado de Richards ;;;stanford
1032;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; Jagger entediado;com seus shows , tocando tamborins a o lado de Richards em um avião ;;;stanford
1033;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; Jagger entediado;tocando a o lado de Richards ;;;stanford
1034;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; Jagger entediado;tocando em um avião ;;;stanford
1035;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;O ; Jagger entediado;tocando tamborins ;;;stanford
1036;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;os roadies ; acompanham;os Stones ;;;stanford, orange, mquni, lys, dptoie
1037;85;O que se vê é um Jagger entediado com seus shows , tocando tamborins a o lado de Richards em um avião , enquanto garotas nuas são atacadas por os roadies que acompanham os Stones . ;um Jagger ; entediado;com seus shows ;;;lys, dptoie
1038;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando;pó ;;;mquni
1039;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando;pó em períodos longos ;;;mquni
1040;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando;pó mesmo ;;;lys
1041;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando;pó mesmo em períodos longos ;;;mquni, lys, dptoie
1042;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando;pó mesmo em períodos longos por falta de informação ;;;dptoie
1043;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando;pó mesmo por falta de informação ;;;lys
1044;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando;pó por falta de informação ;;;orange, mquni
1045;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando pó;em períodos longos ;;;orange
1046;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando pó;mesmo ;;;stanford
1047;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando pó;mesmo em períodos longos ;;;orange
1048;86;O resultado é que por falta de informação suas ações acabem virando pó mesmo em períodos longos . ;suas ações ; acabem virando pó;por falta de informação ;;;stanford, orange
1049;87;A temporada terminou com uma grande repercussão e o esporte viveu um novo momento de euforia . ;A temporada ; terminou;com uma grande repercussão ;;;stanford, orange, mquni, lys
1050;87;A temporada terminou com uma grande repercussão e o esporte viveu um novo momento de euforia . ;A temporada ; terminou;com uma grande repercussão e o esporte viveu um novo momento de euforia ;;;stanford, orange, mquni, dptoie
1051;87;A temporada terminou com uma grande repercussão e o esporte viveu um novo momento de euforia . ;A temporada ; terminou;e o esporte viveu um novo momento de euforia ;;;stanford, orange, mquni
1052;87;A temporada terminou com uma grande repercussão e o esporte viveu um novo momento de euforia . ;A temporada ; viveu;um novo momento de euforia ;;;lys
1053;87;A temporada terminou com uma grande repercussão e o esporte viveu um novo momento de euforia . ;o esporte ; viveu;um novo momento de euforia ;;;stanford, orange, mquni, lys, dptoie
1054;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;A intervenção ; veio;;;;dptoie
1055;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;A intervenção ; veio;como medida saneadora ;;;stanford, orange, mquni, lys, dptoie
1056;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;A intervenção ; veio;como medida saneadora pois permite enfrentar com maior firmeza ;;;stanford, orange, mquni, dptoie, dptoie
1057;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;A intervenção ; veio;como medida saneadora pois permite enfrentar com maior firmeza um problema solução era repetidamente adiada por motivos políticos ;;;stanford, orange, mquni
1058;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;A intervenção ; veio;pois permite enfrentar com maior firmeza ;;;stanford, orange, mquni, dptoie
1059;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;A intervenção ; veio;pois permite enfrentar um problema solução era repetidamente adiada por motivos políticos ;;;stanford, orange, mquni
1060;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;cuja solução ; era repetidamente adiada;por motivos políticos ;;;stanford, orange, mquni, lys, dptoie
1061;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;pois ; permite;enfrentar com maior firmeza ;;;lys
1062;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;um problema ; era repetidamente adiada;por motivos políticos ;;;dptoie
1063;88;A intervenção veio como medida saneadora , pois permite enfrentar com maior firmeza um problema cuja solução era repetidamente adiada por motivos políticos . ;um problema ; era repetidamente adiada;por motivos políticos ;x;x;dptoie, dptoie
1064;89;A primeira final japonesa aconteceu em 92 . ;A primeira final japonesa ; aconteceu;em 92 ;;;stanford, orange, mquni, lys, dptoie
1065;90;As canções revolucionárias , em línguas africanas , são cantadas durante todo o percurso e a marcha está mais para dança . ;a marcha ; está;mais para dança ;;;stanford, orange, mquni, lys, dptoie
1066;90;As canções revolucionárias , em línguas africanas , são cantadas durante todo o percurso e a marcha está mais para dança . ;a marcha ; está;para dança ;;;stanford, orange, mquni, lys, dptoie
1067;90;As canções revolucionárias , em línguas africanas , são cantadas durante todo o percurso e a marcha está mais para dança . ;As canções revolucionárias , em línguas africanas ; são cantadas;durante todo o percurso ;;;stanford, orange, mquni, lys
1068;90;As canções revolucionárias , em línguas africanas , são cantadas durante todo o percurso e a marcha está mais para dança . ;As canções revolucionárias , em línguas africanas ; são cantadas;durante todo o percurso e a marcha está mais para dança ;;;stanford, orange, mquni, lys, dptoie
1069;90;As canções revolucionárias , em línguas africanas , são cantadas durante todo o percurso e a marcha está mais para dança . ;As canções revolucionárias , em línguas africanas ; são cantadas;e a marcha está mais para dança ;;;stanford, orange, mquni, lys
1070;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;Medeiros ; disse;que ;;;stanford, stanford, orange, orange, mquni, mquni, lys, lys, dptoie, dptoie
1071;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;Medeiros ; participou;de a reunião de ontem ;;;stanford, orange, mquni, lys, dptoie
1072;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;sua candidatura ; viabiliza;a candidatura de Esperidião Amin ;;;stanford, orange, mquni, lys, dptoie
1073;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;sua candidatura ; viabiliza;a candidatura de Esperidião Amin ;x;x;stanford, orange, mquni, lys, dptoie
1074;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;sua candidatura ; viabiliza;a candidatura de Esperidião Amin a a Presidência ;;;stanford, orange, mquni, lys, dptoie
1075;91;Medeiros , que participou de a reunião de ontem , disse que sua candidatura viabiliza a candidatura de Esperidião Amin a a Presidência . ;sua candidatura ; viabiliza;a candidatura de Esperidião Amin a a Presidência ;x;x;stanford, orange, mquni, lys, dptoie
1076;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;o IR ; incide;diretamente en a carteira ;;;stanford, orange, mquni, lys
1077;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;o IR ; incide;en a carteira ;;;stanford, orange, mquni, lys
1078;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; incide;diretamente en a carteira ;;;dptoie
1079;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; incide;en a carteira ;;;dptoie
1080;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; saem;favorecidos ;;;stanford, orange, lys
1081;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; saem;favorecidos Nessa hipótese de variação ;;;lys
1082;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; saem;favorecidos Nessa hipótese de variação de a Ufir ;;;stanford, orange, lys
1083;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; saem favorecidos;Nessa hipótese de variação de a Ufir ;;;mquni
1084;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; são tributados;em 5 % de o rendimento nominal bruto ;;;orange, lys, dptoie
1085;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; são tributados;em 5 % de o rendimento nominal bruto por o IR ;;;dptoie
1086;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; são tributados;em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira ;;;stanford, orange, mquni, lys
1087;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; são tributados;por o IR ;;;dptoie
1088;92;Nessa hipótese de variação de a Ufir , saem favorecidos os FAFs , que são tributados em 5 % de o rendimento nominal bruto por o IR , que incide diretamente en a carteira . ;os FAFs ; são tributados;por o IR , que incide diretamente en a carteira ;;;orange, lys
1089;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; conseguiu;manter o time ;;;lys
1090;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; conseguiu;manter o time en a divisão principal ;;;lys
1091;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; estava;e o técnico conseguiu manter en a divisão principal ;;;stanford, orange, mquni, dptoie
1092;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; estava;e o técnico conseguiu manter o time ;;;stanford, orange, mquni, dptoie
1093;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; estava;Em 82 ;;;stanford, orange, mquni, lys, dptoie
1094;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; estava;em último lugar ;;;stanford, orange, mquni, lys
1095;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; estava;em último lugar en o Campeonato Paulista ;;;stanford, orange, mquni, lys, dptoie
1096;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; estava;em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time ;;;stanford, orange, mquni, dptoie
1097;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; estava;em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal ;;;stanford, orange, mquni, dptoie
1098;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;a equipe ; estava;en o Campeonato Paulista ;;;stanford, orange, mquni, lys
1099;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;o técnico ; conseguiu;manter o time ;;;stanford, orange, mquni, lys, dptoie
1100;93;Em 82 , a equipe estava em último lugar en o Campeonato Paulista e o técnico conseguiu manter o time en a divisão principal . ;o técnico ; conseguiu;manter o time en a divisão principal ;;;stanford, orange, mquni, lys, dptoie
1101;94;A URV é calculada a partir de uma média de índices de inflação . ;A URV ; é calculada;a partir de uma média de índices de inflação ;;;stanford, orange, mquni, lys, dptoie
1102;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes ;;;orange, mquni, lys
1103;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes , produzidos para os mais jovens ou estreantes ;;;stanford
1104;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano ;;;stanford, orange, mquni, lys, dptoie
1105;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano , produzidos para estreantes ;;;stanford
1106;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano , produzidos para estreantes Por sua vez ;;;stanford
1107;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano , produzidos para os mais jovens ;;;stanford
1108;95;Por sua vez , o cinema de ficção foi reduzido de quinze filmes por ano para dois , produzidos para os mais jovens ou estreantes . ;o cinema de ficção ; foi reduzido;de quinze filmes por ano , produzidos para os mais jovens ou estreantes ;;;stanford
